## There are #18 experiments in this file			
## 001 -- alpha_factor_release_sample013			
## 002 -- alpha_factor_release_sample014			
## 003 -- alpha_factor_release_sample015			
ID	alpha_factor_release_sample013	alpha_factor_release_sample014	alpha_factor_release_sample015
ybr276c	0.11	-0.11	0.42
ybr277c	0.23	-0.24	0.25
ybr278w	0.08	-0.13	0.34
ybr279w	-0.28	0.25	-0.26
ybr280c	-0.06	0.78	0.43
ybr281c	-0.04	0.36	0.55
ybr282w	-0.27	0.41	0.21
ybr283c	-0.03	0.05	-0.11
yal029c	0.11	0.03	-0.12
ybr284w	0.1	0.19	0.22
ybr285w	0.04	0.34	0.03
ybr286w	0.62	0.49	0.64
ybr287w	0.85	1.17	0.67
ybr288c	0.03	0.22	0.03
ybr289w	-0.23	NA	-0.51
ybr290w	0.31	0.28	0.06
ybr291c	0	-0.15	-0.39
ybr292c	0.32	0.39	0.14
ybr293w	0.24	0.19	-0.13
yal028w	0.01	0.09	0.35
ybr294w	0.38	0.35	0.08
ybr295w	0.82	0.24	0.24
ybr296c	1.77	NA	NA
ybr297w	0.68	0.79	0.72
ybl078c	0.53	1.03	0.77
ybr299w	0.21	0.09	0.47
ybl077w	0.5	0	0.39
yal027w	0.02	-0.23	0.04
ybr302c	0.48	0.3	0.85
ybl076c	0.33	-0.29	-0.01
ybl075c	-0.06	-0.3	0.16
ybl074c	-0.24	-0.47	-0.04
ybl073w	-0.39	-0.4	-0.46
ybl072c	0.29	-0.08	-0.04
ybl070c	-0.28	0.05	-1.15
ybl069w	-0.28	-0.29	-1.07
yal026c	0.02	0.2	-0.08
ybl068w	0.13	-0.3	-0.71
ybl067c	0.02	0.99	0.08
ybl066c	-0.01	0.11	-0.12
ybl107c	0.39	0.35	0.6
ybl065w	NA	0.74	-0.89
ycl011c	-0.27	0.55	-0.2
ycl010c	-0.31	0.04	0.16
ycl009c	0.11	0.2	0.3
yjl170c	NA	NA	1.97
ycl008c	0.05	0.36	0.03
ycl005w	0.36	0.43	-0.15
ycl002c	0.08	0.01	0.07
ycl001w	-0.5	0.26	-0.43
ycl068c	0.05	-0.56	NA
ycr001w	0.14	0.04	NA
yjl169w	-0.2	-0.06	-0.11
ycr002c	0.25	0.07	0.35
ycr003w	0.17	0.09	NA
ycr004c	0.05	0.04	0.93
ycr005c	0.47	1.66	1.42
ycr006c	0.19	-1.75	-0.12
ycr007c	0.61	0.82	0.36
ycr008w	0.21	-0.11	0.08
ycr009c	1.01	0.64	0.72
ycr010c	0.41	-0.3	0.06
yjl168c	-0.3	0.16	-0.15
ycl066w	0.22	-0.01	NA
ycr011c	-0.5	-0.44	0.14
ycr012w	0.92	0.48	0.72
ycr014c	-0.38	-0.47	-0.39
ycr015c	NA	0.04	-0.17
ycr017c	-0.1	0.15	-0.05
ycr018c	0.12	0.32	0.33
yjl167w	0.07	-0.01	0.13
ycr019w	-0.04	0.24	0
ycr020c	-0.11	0.37	0.31
ycr020c-a	-0.62	0.13	0.14
ycr021c	-0.05	0.12	-0.09
ycr022c	-0.3	-0.13	-0.17
ycl064c	-0.46	-1.59	-0.93
ycr023c	-0.36	-0.16	-0.31
yjl166w	0.24	0.74	0.33
ycr024c	0.29	0.36	0.04
ycr024c-a	-0.32	-0.74	-0.49
ycr025c	-0.08	-0.22	0.08
ycr026c	0.25	-0.22	0.12
ycr027c	0.38	0.01	-0.05
ycr028c	0.11	-0.33	0.12
ycr030c	-0.09	0.44	0.36
ycl063w	-0.62	-0.68	0.09
ycr031c	0.14	0.12	-0.25
yjl165c	0.38	0.12	-0.02
ycr032w	0.3	-0.22	0.1
ycr033w	-0.15	-0.43	-0.33
ycl061c	-0.58	-0.27	0.53
ycr034w	-0.59	-0.42	-0.49
ycr035c	0.12	-0.57	-0.5
ycr036w	0.36	0.5	0.25
ycr037c	-0.44	0.1	-0.36
ycr039c	0.07	0.13	-0.42
yjl164c	-0.38	0.59	0.63
ycr042c	-0.02	0.17	0.15
ycr043c	0.04	0.26	-0.15
ycr044c	-0.09	0.09	0.01
ycr045c	-0.28	-0.46	-0.01
ycr046c	-0.21	-0.23	-0.1
ycr047c	-0.07	-0.97	-0.81
ycr049c	-0.1	0.26	-0.26
ycr048w	-0.51	-0.66	-0.53
ycl075w	1.6	-0.2	NA
yjl163c	0.01	0.54	-0.09
ycr050c	-0.24	0.22	-0.16
ycr051w	0.14	-0.1	-0.41
ycr052w	-0.13	-0.34	-0.18
ycr053w	0.3	-0.06	0.09
ycr054c	0.1	-0.37	-0.26
ycr057c	0.21	-1.39	-0.75
ycr059c	0.24	0.14	0.12
ycr060w	-0.19	0.19	-0.15
ycl059c	0.1	-0.18	-0.42
ycr061w	0.14	0.52	0.92
yjl162c	-0.1	0.17	-0.87
ycr064c	-0.35	0.14	-0.27
ycr063w	-0.09	0.35	-0.04
ycr065w	-1.42	-0.04	0.61
ycr066w	-0.07	0.07	-0.34
ycr067c	-0.18	-0.18	0.11
ycr068w	-0.35	0.37	0.21
ycr069w	0.29	0.47	0.55
ycr071c	0.18	-0.06	0.13
yjl222w	0.39	-0.28	0.04
ycr072c	0.23	-0.94	-0.8
ycr073c	0.41	-0.34	-0.03
ycr073w-a	-0.07	0.26	0.09
ycr075c	-0.4	-0.06	-0.02
ycl057w	0.1	0.29	0.46
ycr076c	0.02	0.74	0.12
ycr077c	0.29	0.2	0.04
ycr079w	-0.15	0.03	0.23
ycr081w	0.23	0.59	0.22
ycr082w	0.13	-0.28	-0.09
yjl161w	0.28	0.89	0.35
ycr083w	-0.09	0.22	-0.02
ycr084c	-0.36	-0.1	-0.45
ycr085w	-0.28	-0.22	0.05
ycr086w	-0.2	-0.04	-0.5
ycr088w	0.18	0.27	0.33
ycr089w	NA	1.83	0.47
ycl056c	0.1	0.32	-0.02
ycr090c	-0.16	0.04	-0.31
yjl160c	-0.24	-0.02	-0.8
ycr091w	-0.5	0.46	0.08
ycr092c	-0.1	-0.09	-0.02
ycr093w	-0.23	-0.3	-0.32
ycl055w	NA	1.01	-0.2
ycl074w	NA	0.67	0.95
ycr094w	0.04	0.23	0.08
ycr095c	0.22	0	-0.17
ycr096c	0.27	-0.18	-0.12
ycr098c	-0.09	-0.19	0.27
yjl159w	0.61	0.71	0.85
ycr100c	0.4	0.37	0.14
ycr102c	0.12	-0.04	0.42
ycr105w	0.47	-0.4	0.49
ycr106w	-0.51	-0.06	-0.62
ycr107w	0.05	0.43	0.15
yjl158c	-1.89	-1.86	-0.83
ycl054w	-0.14	NA	-1.02
ycl052c	-0.06	-1.09	0.19
ycl051w	-0.1	0.14	0.15
ycl050c	0.07	0.1	0.31
ycl049c	0.65	0.17	0.59
ycl048w	-0.18	-1.03	-0.2
ycl047c	0.17	0.1	0.34
ycl045c	0.29	-0.1	0.24
ycl046w	0.09	-0.2	0.02
ycl044c	0.07	-0.11	0.27
yjl157c	1.68	-0.51	-1.92
ycl041c	0.09	-0.18	0.31
ycl042w	-0.02	1.17	1.31
ycl039w	0.43	0.12	0.42
ycl038c	0.13	0.2	0.17
ycl037c	-0.04	-0.45	-0.36
ycl036w	-0.49	-0.87	-1.15
ycl035c	0.21	0.73	0.67
ycl034w	-0.59	0	-0.05
yjl156c	0.08	-0.04	-0.26
ycl033c	0.24	0.43	0.36
ycl032w	-0.13	0.14	0.02
ycl031c	0.57	-0.17	-0.38
ycl030c	-0.08	0.89	0.55
ycl029c	0.19	0.06	0.16
ycl028w	-1.01	-0.46	-0.41
ycl027w	NA	0.56	-0.27
ycl026c-a	-0.79	NA	-0.35
ycl025c	-0.43	-0.03	0.02
yjl155c	0.77	0.2	0.52
ycl023c	0.03	0.44	1.07
ycl024w	-0.66	0.03	1.26
ycl022c	0.14	0.14	1.22
ycl018w	0.68	0.84	1
ycl017c	0.64	NA	0.56
ycl016c	-0.08	-0.36	-0.39
ycl014w	-0.65	1.87	NA
ycl069w	0.15	-0.25	0.35
yjl154c	-0.05	-0.07	-0.19
ydr266c	0.03	-0.29	-0.29
ydr267c	0.01	-0.24	-0.33
ydr268w	-1.06	0.39	-0.77
ydl200c	-0.37	-0.51	-0.3
ydr269c	-0.35	0.39	0.14
ydr270w	-0.55	-0.04	0.02
ydr271c	-0.57	0.06	0.31
ydr272w	0.13	0.31	0.14
ydr273w	-0.24	-0.39	-0.15
ydr274c	-0.08	-0.38	-0.59
yjl153c	-0.37	-0.35	0.31
ydr275w	-0.23	-0.43	-0.45
ydl199c	-0.38	0.39	0.27
ydr276c	0.02	0.03	-0.02
ydr277c	-0.15	-0.08	0.11
ydr278c	0.08	0.04	-0.13
ydr279w	-0.15	-0.1	0.47
ydr280w	0.04	-0.62	-0.43
ydr281c	-0.47	-0.48	-0.28
ydr282c	0.55	0.22	0.55
ydr283c	0.34	-0.14	0.14
yjl152w	0.11	0.35	0.2
ydr284c	-0.39	-0.06	-0.07
ydr285w	0.14	-0.1	-0.52
ydr286c	-0.57	0.12	-0.47
ydr287w	0.03	-0.07	0.24
ydl198c	-0.08	0.45	0.63
ydr288w	-0.35	-0.27	-0.23
ydr289c	0.21	0.42	-0.04
ydr290w	-0.11	1.48	-0.36
ydr292c	-0.38	-0.29	-0.34
yjl151c	0.34	0.23	0.3
ydr293c	0.32	0.37	0.15
ydl197c	-0.94	0.08	0.78
ydr294c	0.32	0.11	0.2
ydr295c	-0.37	-0.15	0.02
ydr296w	0.22	-0.22	0.25
ydr297w	-0.33	-0.62	0.04
ydr298c	0.09	0.03	0.15
ydr299w	-0.23	-1.32	-0.71
ydr300c	0.27	-0.57	-0.3
ydr301w	-0.25	-0.4	0.07
yjl150w	-0.21	0	-0.3
ydl196w	-0.99	-0.35	-0.05
ydr302w	-0.29	-0.79	NA
ydr303c	-0.96	-0.78	-0.37
ydr304c	0.55	-0.07	NA
ydl195w	-0.19	-0.16	0.15
ydr305c	-0.36	-0.07	0.2
ydr306c	-0.59	0.06	-0.59
ydr307w	-0.52	-0.42	0.14
ydr308c	-0.17	NA	-0.32
ydr309c	0.77	-0.72	0.39
ydr310c	-0.37	-0.19	0.02
ydr311w	0.36	-0.11	-0.11
ydr312w	-0.25	-1.12	-0.94
ydr313c	-0.23	0.03	0.02
ydr314c	-0.46	-0.14	-0.62
ydr315c	-0.17	0.15	0.07
ydr316w	-0.19	0.14	-0.06
ydr318w	0.06	NA	NA
ydr319c	0	0.18	0.28
yjl148w	0.03	-0.88	-1.07
ydr320c	0.27	1.22	NA
ydr322w	0.16	-0.04	NA
ydr323c	-0.78	-0.23	0.18
ydr324c	0.06	-0.99	NA
ydl194w	-0.51	-0.39	-0.37
ydr325w	-0.41	-0.31	0.1
ydr326c	-0.17	-0.74	-0.24
ydr327w	0.12	0.06	0
yjl147c	-0.18	-0.14	-0.35
ydr328c	NA	-0.05	0
ydr329c	-0.26	-0.07	-0.36
ydr330w	0.04	0.63	0.1
ydr331w	-0.54	-0.27	-0.26
ydr332w	-0.6	-0.29	-1.13
ydr333c	-0.37	0.23	-0.26
ydr334w	-0.03	-0.01	0
ydr335w	0.37	0.93	0.22
ydr336w	-0.42	-0.33	-0.24
ydr337w	-0.28	-0.13	-0.23
yjl146w	-0.2	0.26	-0.2
ydl193w	-0.02	0.07	0.47
ydr338c	-0.55	-0.21	-0.73
ydr340w	1.02	1.19	1.11
ydr341c	-0.08	NA	-0.15
ydr342c	0.14	0.7	0.64
ydr344c	0	0.26	0.09
ydr345c	0.5	0.37	0.33
ydl192w	0.17	-0.34	-0.06
yjl145w	0.21	-0.14	-0.29
ydl245c	-0.08	0.13	-0.16
ydr346c	0.15	-0.47	-0.27
ydr347w	0.04	-0.26	-0.09
ydr348c	-0.28	-0.24	0.09
ydr349c	0.41	-0.1	-0.21
ydr350c	0.45	-0.27	0.03
ydl191w	0.1	0.02	0
ydr351w	0.3	-0.31	-0.53
ydr352w	-0.05	-0.53	-0.06
ydr353w	0.13	-0.16	0.07
yjl144w	0.47	0.59	0.13
ydr354w	-0.22	0.05	0.17
ydr355c	-0.45	-0.29	0.09
ydr356w	-0.32	-0.16	-0.14
ydl190c	0.2	-0.1	0.22
ydr357c	-0.09	-0.13	-0.02
ydr358w	-0.23	0.28	-0.14
ydr359c	-0.2	0.72	-0.13
ydr360w	-0.5	-0.06	-0.47
ydr361c	-0.16	0.74	-0.86
ydr362c	-0.34	-0.69	-0.85
yjl143w	0.13	0	0.09
ydr363w	-0.24	-0.18	-0.91
ydr364c	-0.41	-0.55	-0.85
ydr366c	1.37	1.12	1.25
ydr368w	0.19	0.28	0.29
ydr369c	-0.1	1.35	-0.65
ydr370c	-0.1	-0.48	-0.22
ydr371w	0.19	0.12	0.38
ydl189w	0.06	0.23	0.26
ydr372c	0.34	0.14	0.18
ydr373w	0.26	0.92	0.19
ydr374c	-0.07	-0.41	-0.15
ydr375c	-0.09	-0.2	0.06
ydr376w	0.2	0.09	0.29
ydr377w	-0.02	1.54	0.17
ydr378c	-0.08	0.31	-0.11
ydr379w	-0.22	-0.08	0
ydr380w	-0.81	-0.08	-0.24
yjl141c	0.1	0.08	-0.07
ydr381w	-0.47	-0.35	-0.59
ydl188c	0.14	0.15	0.12
ydr382w	0.13	0.49	0.06
ydr383c	0.31	0.08	-0.26
ydr384c	-0.02	0.01	0.24
ydr385w	0.16	-0.13	-0.17
ydr386w	-1.01	0.34	-0.08
ydr387c	-0.29	-0.07	-0.18
ydr388w	-0.15	0.45	0.24
ydr389w	-0.5	-0.2	0.22
yjl140w	-0.54	-0.16	-0.67
ydr390c	-0.22	-0.44	-0.55
ydl187c	0.14	-0.29	0.08
ydl186w	0.07	-0.53	-0.3
ydr391c	1.08	0.99	0.95
ydr392w	-0.02	0.29	-0.05
ydr393w	0.14	-0.4	0.04
ydr394w	0.15	-0.13	0.01
ydr395w	0.16	-0.35	-0.22
ydr396w	-0.09	-0.32	-0.55
ydr397c	0.14	-0.54	-0.38
yjl139c	0.15	-0.17	-0.29
ydr398w	0.13	-1.38	-0.66
ydl185w	0.28	-0.26	0.15
ydr399w	0.01	-0.45	-0.38
ydr400w	-0.16	0.17	0.51
ydr401w	0.18	-0.28	-0.03
ydr402c	-0.73	0	-0.12
ydr403w	-0.15	0.35	-0.21
ydr404c	-0.4	-0.23	-0.43
ydr405w	0.04	0.23	-0.02
ydr406w	-0.67	-0.11	-0.06
yjl138c	0.19	0.26	-0.12
ydr407c	-0.48	0.06	-0.06
ydr408c	-0.47	0.27	-0.48
ydr409w	-0.12	-0.26	-0.08
ydr410c	0.15	0.62	-0.23
ydr411c	-0.08	0.15	0.15
ydr412w	-0.41	-0.35	-0.5
ydr413c	-0.12	-0.39	-0.66
ydr414c	-0.25	-0.25	-0.05
ydr415c	0.21	-0.33	-0.16
ydr416w	0.18	-0.12	-0.4
yjl137c	-0.94	-0.5	-0.74
ydr418w	0.36	0.53	0.13
ydr419w	0.17	-0.36	-0.02
ydl184c	0.43	-0.13	0.22
ydr420w	0.14	0.02	-0.11
ydl183c	-0.24	0.12	0.07
ydr421w	-0.03	-0.29	0.07
ydr422c	-0.02	0.18	-0.14
ydr423c	0.19	-0.09	0.14
ydr424c	0.17	0.41	-0.07
yjl136c	-0.15	-0.09	-0.24
ydr425w	0.17	0.02	0.22
ydr426c	-0.18	0.36	-0.09
ydr427w	-0.02	0.11	0.05
ydr428c	-0.32	-0.16	-0.22
ydr429c	0.01	-0.39	0.08
ydr430c	0.19	0.14	-0.13
ydr432w	-0.3	-0.38	-0.47
ydr434w	-0.65	-0.3	-0.44
yjl135w	-0.12	-0.23	-0.5
ydr435c	0.34	0.36	0.57
ydl182w	0.08	0.05	0.08
ydr436w	-0.37	0.23	-0.08
ydr437w	-0.12	-0.17	0.08
ydr438w	-0.05	0.05	-0.07
ydr439w	0.12	-0.34	0.08
ydr440w	-0.3	-0.08	-0.06
ydr441c	0.08	-0.34	0.05
ydr442w	0.26	0.46	0.24
ydr443c	0.12	-0.12	0.26
ydr444w	-0.11	-0.33	-0.45
ydl181w	-0.21	0.3	0.8
ydr446w	0.1	-0.11	-0.19
ydr447c	0.12	-0.06	-0.03
ydr448w	-0.16	NA	-0.48
ydr449c	-0.15	-0.84	-0.66
ydl180w	-0.4	0.05	0.1
ydr450w	-0.07	0.33	-0.14
ydr451c	-1.68	-0.99	-0.11
yjl133w	0.42	0.43	0.32
ydr452w	-0.43	-0.09	0.1
ydr453c	-0.17	-0.06	0.03
ydr454c	0.07	0.1	-0.15
ydr455c	-0.04	-0.16	-0.05
ydr456w	-0.29	-0.1	-0.08
ydr457w	0.18	-0.49	-0.02
ydr458c	0.03	-0.07	-0.47
ydr459c	-0.09	-0.19	-0.17
ydl179w	-1.92	-1.18	-1.69
ydr460w	-0.18	-0.43	-0.52
yjl132w	0.46	0.64	0.54
ydr461w	NA	NA	NA
ydr462w	-0.12	-0.06	-0.05
ydr463w	-0.44	-0.66	-0.35
ydr464w	-0.24	-0.77	-0.41
ydr465c	0.38	-0.54	-0.43
ydr466w	-0.09	-0.27	-0.24
ydl178w	0.05	-0.07	0.12
ydr467c	-0.07	0.04	0.14
ydr468c	0.01	-0.15	-0.2
ydr469w	0.27	-0.27	0.07
yjl131c	-0.19	0.13	-0.05
ydr470c	-0.07	-0.32	-0.12
ydr471w	0.15	-0.16	0.17
ydr472w	0.03	-0.69	-0.36
ydr473c	-0.17	-0.18	-0.2
ydr474c	-0.59	-0.28	-0.66
ydr475c	0.32	0.6	0.4
ydr476c	0.11	NA	0.28
ydl177c	-0.26	-0.04	-0.02
ydr477w	-0.13	0.05	-0.03
ydr478w	-0.38	-0.3	-0.47
yjl130c	0.42	-0.05	0.05
ydr479c	0.49	0.48	0.48
ydr480w	0.81	NA	0.71
ydr481c	-0.76	-0.33	0.3
ydr482c	-0.03	0.28	-0.17
ydl176w	-0.46	-0.6	-0.59
ydr483w	0.33	0.3	0.56
ydr484w	0.05	0.54	0.21
ydr485c	-0.49	-0.12	-0.12
ydr486c	0.44	-0.03	NA
ydr487c	0.2	-0.01	0.42
yjl221c	0.24	-0.07	0.33
ydr488c	-0.46	-0.78	NA
ydr489w	-0.25	-0.16	0.53
ydr490c	0.08	NA	NA
ydr491c	-0.08	-0.68	-0.33
ydr492w	0.07	NA	NA
ydr493w	-0.07	-0.1	0.51
ydr494w	0.16	-0.31	NA
ydr495c	-0.2	-0.29	0.18
ydr496c	0.18	-1.18	-0.62
ydr497c	-0.23	0.04	0.66
yjl129c	0.18	-0.3	-0.11
ydl175c	-0.18	-0.3	0.04
ydr498c	-0.52	-0.12	-0.28
ydr499w	-0.35	-0.15	-0.21
ydr500c	-0.27	-0.17	-0.21
ydr501w	-1.11	0.43	-0.09
ydr502c	-0.61	0.04	-0.01
ydr503c	-0.28	0.35	0.3
ydr505c	-0.3	0.44	-0.03
ydl174c	-0.2	0.36	0.19
yjl128c	0.11	0.28	0.33
ydr506c	-0.91	-0.38	-0.13
ydr507c	-2.03	-0.39	0.33
ydr508c	-0.55	0.21	0.66
ydr509w	-0.18	0.01	0.29
ydr510w	-0.36	-0.44	0.13
ydr511w	0.02	0.18	0.16
ydr512c	-0.02	-0.01	0.39
ydr513w	0.47	0.95	1.05
ydr514c	0.18	-0.36	0.09
ydr515w	0.06	-0.21	0.02
yjl127c	-0.29	-1.19	-0.9
ydr516c	0.02	1.07	1.27
ydr517w	-0.16	-0.35	-0.17
ydr518w	0.1	-0.03	0.5
ydr519w	0.33	0.23	0.22
ydr520c	0.08	-0.54	-0.02
ydl173w	0.21	0.04	0.13
ydr521w	0.3	0.07	-0.14
ydr522c	-0.75	-0.26	-0.6
ydr523c	-0.42	1.36	-0.39
ydr524c	-0.16	0.01	-0.15
ydr525w	-0.31	NA	-0.25
ydr526c	-0.64	-0.49	-0.84
ydr527w	-0.3	-0.24	-0.68
ydl171c	0.02	-0.21	0.07
ydr528w	-2.19	0.8	1.53
ydr529c	-0.3	-0.35	0.28
ydr530c	-0.4	0.39	0.14
ydr531w	0.27	2.04	0.33
yjl126w	-0.04	-0.28	-0.17
ydr532c	-0.52	0.14	-0.21
ydr533c	0.36	NA	0.87
ydr534c	-0.3	-0.43	-0.03
ydr535c	0.11	-0.17	0.24
ydr536w	0.21	0.33	0.17
ydr537c	0.11	-0.21	0.32
ydr538w	0.02	0.01	0.29
ydr539w	0.48	0.16	0.4
ydr540c	0.12	0.54	0.21
ydr541c	0.44	-0.15	0.21
yjl125c	0.04	-1.21	-0.79
ydr542w	0.09	-0.34	0.09
ydl170w	-0.5	0.15	-0.65
ydl169c	0.18	0.12	0.89
ydl168w	0.19	0.16	0.21
ydl167c	0.26	-0.97	-0.74
ydl166c	-0.01	-0.13	-0.54
yjl124c	-0.12	-0.06	-0.08
ydl165w	0.15	-0.31	0.24
ydl164c	-0.57	-0.44	0.7
ydl163w	-0.47	-0.52	1.02
ydl161w	0.07	-0.12	0.2
ydl160c	0.17	0.34	-0.04
ydl159w	-0.02	-0.34	-0.12
ydl158c	-0.08	-0.03	-0.5
ydl157c	-0.03	0.1	0.17
ydl156w	-0.9	-0.53	0.51
yjl123c	-0.13	-0.53	-0.17
ydl243c	0.04	0.52	0.26
ydl155w	-0.77	-0.32	-0.02
ydl154w	-0.84	0.11	-0.29
ydl153c	0.08	-0.34	-0.93
ydl152w	-0.09	-0.38	-0.79
ydl151c	0.19	-0.17	-0.48
ydl150w	-0.14	-0.49	-0.78
ydl149w	-0.26	-0.09	-0.14
ydl148c	-0.27	-0.77	-1.07
yjl122w	-0.07	-0.84	-0.78
ydl242w	-0.03	0.45	0.41
ydl147w	0.27	0.02	0.1
ydl146w	-0.4	0.55	0.11
ydl145c	0.05	-0.16	-0.03
ydl144c	0.31	0.06	-0.18
ydl143w	0.07	-0.13	-0.15
ydl142c	-0.09	-0.14	-0.01
ydl141w	0.19	-0.34	0.08
ydl140c	-0.11	-0.32	-0.56
ydl241w	1.05	0.75	0.72
yjl121c	0.25	0.11	0.07
ydl139c	0.08	-0.06	-0.55
ydl138w	0.14	0.15	0.32
ydl137w	-0.08	-0.23	0.11
ydl136w	0.02	-0.31	-0.23
ydl135c	1.14	0.6	0.76
ydl134c	0.29	0.64	0.2
ydl133w	0.05	0.1	-0.01
ydl132w	0.28	1.58	0.01
ydl131w	-0.02	0.29	0.05
yjl120w	-0.36	0.1	-0.13
ydl240w	-0.6	-0.32	-1.21
ydl130w	-0.09	0.08	-0.25
ydl129w	-0.03	-0.64	-1.08
ydl128w	-1.59	-0.89	-0.5
ydl127w	2.09	-0.36	-0.24
ydl126c	0	0.1	0.03
ydl125c	0.24	0.31	0.08
ydl124w	0.28	1.71	1.77
ydl123w	0.05	0.06	-0.19
yjl119c	-0.36	-0.48	-0.66
ydl122w	-0.07	0.11	-0.44
ydl121c	0.24	-0.17	-0.31
ydl120w	0.15	0.47	0.15
ydl119c	0.26	0.03	-0.19
ydl118w	0.04	0	-0.04
ydl117w	-0.41	1.03	-0.52
ydl116w	0.02	-0.37	-0.15
ydl115c	0.09	1.4	-0.39
ydl114w	-0.25	0.66	0.08
ydl113c	0.09	0.81	-0.29
yjl118w	-0.67	-0.02	-0.43
ydl112w	-0.14	-0.72	-0.9
ydl111c	0.53	-0.41	-0.19
ydl239c	0.18	-0.22	0.04
ydl110c	-0.05	0.5	0.26
ydl109c	-0.44	1.04	0.08
ydl108w	-0.36	-0.17	-0.56
ydl107w	-0.43	0.55	-0.17
ydl106c	-1.02	-0.03	-0.13
ydl105w	-1.1	-0.48	0.22
ydl104c	-0.8	-0.33	-0.04
yjl117w	0.1	0.24	0.11
ydl103c	-0.31	-0.09	0.42
ydl102w	-0.69	-0.34	0.27
ydl101c	-0.96	-0.51	0.82
ydl100c	0.06	0.49	0.24
ydl099w	-0.12	-0.12	-0.3
ydl098c	-0.34	-0.09	NA
ydl097c	0.38	0.24	0.32
ydl096c	-0.46	-0.89	-0.14
ydl095w	-0.3	-0.67	-0.07
ydl094c	-0.53	-0.81	-0.16
yjl116c	0.75	0.95	1.65
ydl238c	0.13	0.74	0.55
ydl093w	-0.46	-0.63	-0.05
ydl092w	0.06	0.08	-0.09
ydl091c	0.07	0.29	0.37
ydl090c	-0.16	-0.43	-0.23
ydl089w	0.21	0.24	0.37
ydl088c	0.05	-0.15	-0.29
ydl087c	-0.13	-0.97	-0.21
ydl086w	0.08	-0.11	0.13
ydl085w	-0.09	-1.07	0.32
ydl084w	-0.51	-0.28	-0.52
ydl237w	0.33	0.21	0.41
ydl083c	2.1	2.27	-0.02
ydl082w	-0.3	-0.04	-0.35
ydl081c	0.23	0.21	0.05
ydl080c	-0.37	0.11	-0.66
ydl079c	-0.04	0.04	0.2
ydl078c	-0.17	0.35	0.06
ydl077c	0.15	0.05	0.06
ydl076c	-0.51	0.1	-0.54
yjl115w	-0.29	0.67	0.67
ydl075w	0.1	0.03	0
ydl236w	0.17	-0.35	0.15
ydl074c	-0.49	-0.39	-0.44
ydl073w	0.29	-0.29	-0.1
ydl072c	0.4	0.61	0.5
ydl071c	-0.14	NA	-0.1
ydl070w	-0.82	-1.15	-0.44
ydl069c	-0.43	0.28	-0.28
ydl068w	-0.05	0.02	0.05
ydl235c	0.2	-0.17	0.04
ydl067c	0.19	0.08	0.21
ydl066w	0.39	0.54	0.67
ydl065c	0.1	-0.07	NA
ydl064w	-0.26	-0.76	-0.38
ydl063c	0.44	-1.36	-1.03
ydl062w	0.32	-0.56	-0.83
ydl061c	0.17	0.19	0.2
ydl060w	0.14	-0.72	-0.57
ydl234c	1.1	0.49	0.44
ydl059c	-0.04	-0.31	-0.15
ydl058w	-0.01	-0.61	-0.06
ydl057w	-0.26	-0.75	-0.22
ydl056w	-0.56	-0.79	-0.85
ydl055c	-0.93	NA	-1.01
ydl054c	-0.38	0.48	0.06
ydl053c	0.01	0.34	0.15
ydl052c	-0.48	-0.13	-0.17
ydl051w	0.08	-0.35	-0.37
ydl050c	-0.31	-0.36	-0.58
ydl049c	-0.28	0.5	-0.61
yjl112w	-0.85	-0.41	-0.73
ydl048c	1.39	0.1	0.02
ydl233w	0.48	0.08	0.12
ydl047w	0.1	-0.52	-0.48
ydl046w	-0.08	-0.12	0.63
ydl045c	0.04	0.11	0.6
ydl044c	0.03	-0.22	NA
ydl043c	0.18	-0.12	0.06
ydl042c	0.19	-0.55	NA
ydl041w	0.13	-0.55	0.29
yjl111w	0.32	0.14	0
ydl040c	0.2	-0.44	NA
ydl038c	NA	1.48	NA
ydl037c	NA	1.95	0.87
ydl232w	0.11	-0.23	0.19
ydl036c	0.79	1.09	1.04
ydl231c	0.47	0.17	0.3
ydl035c	-0.39	1.35	0.1
ydl034w	-0.22	0.26	0.15
ydl033c	-0.17	-0.2	-0.12
yjl110c	-0.69	-0.65	-0.92
ydl032w	-0.5	0.39	-0.29
ydl031w	0	-0.27	-0.55
ydl030w	-0.55	-0.81	-0.46
ydl029w	0.06	0.55	0.57
ydl028c	-1.01	-1.33	-0.92
ydl027c	0.54	1.25	1.2
ydl026w	0.01	NA	0.54
ydl025c	-0.05	1.22	0.73
ydl023c	1.18	1.94	1.46
yjl109c	0.25	-0.89	-1.31
ydl022w	1.18	1.65	NA
ydl021w	0.43	0.54	0.78
ydl020c	0.16	0.2	0.47
ydl019c	-0.13	0.21	0.55
ydl018c	-0.12	0.29	0.9
ydl017w	0.35	NA	0.56
ydl016c	0.01	-0.18	-0.19
ydl015c	0.27	0.04	0.26
ydl230w	-0.17	-0.29	-0.16
ydl014w	0.4	-0.23	-0.42
ydl013w	-0.24	1.35	-0.06
ydl012c	-0.33	0.01	-0.28
ydl011c	-0.26	0.53	0.73
ydl010w	-0.59	0.01	0.77
ydl009c	-0.27	0.33	1.14
ydl008w	-0.28	-0.09	-0.3
ydl007w	0.04	0.17	0.42
ydl006w	-0.19	0.27	-0.11
ydl229w	-0.41	NA	0.04
ydl005c	-0.04	0.46	0.14
